Episode,Training Error
514,0.417759507894516
515,0.39621832966804504
516,0.5980235934257507
517,0.48489469289779663
518,0.8262324333190918
519,0.4561622738838196
520,0.6886416673660278
521,0.5716060996055603
522,0.4990221858024597
523,0.6709436178207397
524,0.7111888527870178
525,0.46924054622650146
526,0.6072937250137329
527,0.6513453125953674
528,0.6925209760665894
529,0.4664166569709778
530,0.4267849624156952
531,0.4886884093284607
532,0.5242362022399902
533,0.4558980166912079
534,0.733392059803009
535,0.6944380402565002
536,0.4114983081817627
537,0.7892451286315918
538,0.6706044673919678
539,0.5991555452346802
540,0.7033886909484863
541,0.634768009185791
542,0.6241623163223267
543,0.7328090667724609
544,0.5942265391349792
545,0.8575592637062073
546,0.6620364189147949
547,0.6310197114944458
548,0.6079433560371399
549,0.4766222834587097
550,0.4778803586959839
551,0.7036052942276001
552,0.6705557703971863
553,0.6895002722740173
554,0.5207387804985046
555,0.7094920873641968
556,0.6696581244468689
557,0.48670464754104614
558,0.47468632459640503
559,0.6912351846694946
560,0.6410336494445801
561,0.498383104801178
562,0.5764403939247131
563,0.5173824429512024
564,0.5922760963439941
565,0.6471474170684814
566,0.5390229225158691
567,0.7494691014289856
568,0.6442582607269287
569,0.6582087278366089
570,0.6071363687515259
571,0.6848514080047607
572,0.5964946150779724
573,0.6172025203704834
574,0.5393291711807251
575,0.5711476802825928
576,0.5722606778144836
577,0.5831721425056458
578,0.5416651964187622
579,0.7084513306617737
580,0.566047191619873
581,0.6325424909591675
582,0.7717359066009521
583,0.5539243221282959
584,0.8605334162712097
585,0.7346720695495605
586,0.6183193922042847
587,0.5908166170120239
588,0.5601833462715149
589,0.6719576120376587
590,0.7586137056350708
591,0.5114182829856873
592,0.925148606300354
593,0.5238913297653198
594,0.6385405659675598
595,0.6067661046981812
596,0.3753818869590759
597,0.6652956008911133
598,0.5818265080451965
599,0.6165511608123779
600,0.570749819278717
601,0.6041815280914307
602,0.7394137382507324
603,0.5828629732131958
604,0.7713897824287415
605,0.6127182245254517
606,0.5457611083984375
607,0.5447845458984375
608,0.565916121006012
609,0.7117462158203125
610,0.46352389454841614
611,0.49543386697769165
612,0.5019674897193909
613,0.4866405725479126
614,0.7248862385749817
615,0.48636746406555176
616,0.6201076507568359
617,0.6072248220443726
618,0.5449522733688354
619,0.5165744423866272
620,0.6692075729370117
621,0.6229413747787476
622,0.35237962007522583
623,0.6199229955673218
624,0.6435390710830688
625,0.43326571583747864
626,0.37569141387939453
627,0.4869581460952759
628,0.6907511353492737
629,0.482432097196579
630,0.6360321044921875
631,0.5799944996833801
632,0.707535982131958
633,0.5856523513793945
634,0.6346096992492676
635,0.3876204490661621
636,0.7344927191734314
637,0.649627149105072
638,0.5178597569465637
639,0.6863841414451599
640,0.2775883972644806
641,0.6439355611801147
642,0.3958214521408081
643,0.6536331176757812
644,0.5352083444595337
645,0.5223466157913208
646,0.36370551586151123
647,0.5787407159805298
648,0.39425238966941833
649,0.6101707220077515
650,0.6360510587692261
651,0.46409642696380615
652,0.7188736200332642
653,0.6277552843093872
654,0.6680358052253723
655,0.39782968163490295
656,0.4428592920303345
657,0.3557775318622589
658,0.49898582696914673
659,0.740757942199707
660,0.5641558170318604
661,0.6190189123153687
662,0.3697531819343567
663,0.5667908787727356
664,0.486299604177475
665,0.3556812107563019
666,0.5336623787879944
667,0.7340703010559082
668,0.7100957632064819
669,0.5449327230453491
670,0.5890969038009644
671,0.6722261905670166
672,0.6894035339355469
673,0.48166531324386597
674,0.3979881703853607
675,0.489816814661026
676,0.41907453536987305
677,0.5846681594848633
678,0.6185834407806396
679,0.4640446901321411
680,0.5699820518493652
681,0.46976661682128906
682,0.4526043236255646
683,0.7895815372467041
684,0.7032337188720703
685,0.5595683455467224
686,0.4411768615245819
687,0.4381405711174011
688,0.4735575318336487
689,0.8272706270217896
690,0.49839305877685547
691,0.5485038161277771
692,0.5534859299659729
693,0.5857568979263306
694,0.43732255697250366
695,0.6210988759994507
696,0.6415426731109619
697,0.565666139125824
698,0.8267226219177246
699,0.5964713096618652
700,0.32103627920150757
701,0.5338537693023682
702,0.3796374201774597
703,0.8076291084289551
704,0.47545164823532104
705,0.35574570298194885
706,0.5532329678535461
707,0.5168160200119019
708,0.6313639879226685
709,0.6457197070121765
710,0.5862273573875427
711,0.5614306330680847
712,0.775436520576477
713,0.6123970150947571
714,0.5442438721656799
715,0.7093226909637451
716,0.4363655745983124
717,0.7028625011444092
718,0.5819793939590454
719,0.5309548377990723
720,0.4121103286743164
721,0.6005831360816956
722,0.5963152647018433
723,0.510881781578064
724,0.5621752738952637
725,0.5353276133537292
726,0.9508647322654724
727,0.5828779935836792
728,0.6938217878341675
729,0.8023418188095093
730,0.7615123987197876
731,0.47116613388061523
732,0.7398545742034912
733,0.7901791334152222
734,0.682483434677124
735,0.7416759729385376
736,0.6556676030158997
737,0.6037941575050354
738,0.43891245126724243
739,0.642695963382721
740,0.6853410005569458
741,0.7812873721122742
742,0.6147924065589905
743,0.5982567667961121
744,0.5954831838607788
745,0.4974249601364136
746,0.406389057636261
747,0.42174458503723145
748,0.46908286213874817
749,0.8229144811630249
750,0.5197137594223022
751,0.7232835292816162
752,0.5903920531272888
753,0.4451301097869873
754,0.7366933822631836
755,0.4697892665863037
756,0.6527961492538452
757,0.577806830406189
758,0.496480792760849
759,0.4057692885398865
760,0.6528008580207825
761,0.5291615724563599
762,0.7804959416389465
763,0.6079235076904297
764,0.42615634202957153
765,0.4697914719581604
766,0.514366626739502
767,0.5959553718566895
768,0.7387405633926392
769,0.4842333495616913
770,0.5633782148361206
771,0.6121374368667603
772,0.4454442858695984
773,0.6456875801086426
774,0.6380654573440552
775,0.6837092041969299
776,0.7112640738487244
777,0.5912032723426819
778,0.7267204523086548
779,0.7442914247512817
780,0.7007192373275757
781,0.5665030479431152
782,0.6608662009239197
783,0.3855898380279541
784,0.7149202227592468
785,0.5599197745323181
786,0.6391062140464783
787,0.7627389430999756
788,0.5287169814109802
789,0.6604219079017639
790,0.5721086859703064
791,0.7265193462371826
792,0.821090579032898
793,0.6169381737709045
794,0.6577752828598022
795,0.5269718170166016
796,0.5080772638320923
797,0.5108965635299683
798,0.4920528531074524
799,0.3837597370147705
800,0.5094791054725647
801,0.8199271559715271
802,0.7719438672065735
803,0.5209731459617615
804,0.41001179814338684
805,0.6126267313957214
806,0.6650066375732422
807,0.5645720958709717
808,0.6306919455528259
809,0.41651344299316406
810,0.6354796290397644
811,0.5578376650810242
812,0.5524890422821045
813,0.6378016471862793
814,0.4229448437690735
815,0.6663023829460144
816,0.5763838887214661
817,0.5837808847427368
818,0.7461555600166321
819,0.5371389985084534
820,0.4603707790374756
821,0.7073067426681519
822,0.6033822894096375
823,0.4474896788597107
824,0.5413227081298828
825,0.8214399814605713
826,0.6118346452713013
827,0.7494036555290222
828,0.8106191158294678
829,0.5006133317947388
830,0.40406039357185364
831,0.39002349972724915
832,0.6894679665565491
833,0.5077965259552002
834,0.5081104040145874
835,0.7082453966140747
836,0.8142391443252563
837,0.4208168089389801
838,0.6665560603141785
839,0.5934364795684814
840,0.5617245435714722
841,0.7341286540031433
842,0.5871787667274475
843,0.5333293080329895
844,0.6546111702919006
845,0.4429806172847748
846,0.6283350586891174
847,0.646938681602478
848,0.6623789072036743
849,0.461017906665802
850,0.5934174060821533
851,0.7759849429130554
852,0.600365400314331
853,0.7658880352973938
854,0.5994657278060913
855,0.481111079454422
856,0.5538135766983032
857,0.468528151512146
858,0.6732122302055359
859,0.4057716131210327
860,0.6573612093925476
861,0.5303040146827698
862,0.5056931972503662
863,0.6518332958221436
864,0.6769933700561523
865,0.5344952940940857
866,0.5740954279899597
867,0.4172818660736084
868,0.7155429720878601
869,0.6052146553993225
870,0.570861279964447
871,1.0058594942092896
872,0.4761931002140045
873,0.5965789556503296
874,0.5042601823806763
875,0.7175246477127075
876,0.4731278717517853
877,0.4104982316493988
878,0.5180870890617371
879,0.610477864742279
880,0.6171329021453857
881,0.7614966630935669
882,0.45116379857063293
883,0.38309478759765625
884,0.8521766662597656
885,0.6314159631729126
886,0.6164820194244385
887,0.39314061403274536
888,0.6320541501045227
889,0.6821569204330444
890,0.6474495530128479
891,0.6337289810180664
892,0.6206947565078735
893,0.696509063243866
894,0.7597666382789612
895,0.4900096356868744
896,0.5628561973571777
897,0.6277350783348083
898,0.5605533123016357
899,0.6217372417449951
900,0.5422347187995911
901,0.698594331741333
902,0.4502027630805969
903,0.5345189571380615
904,0.47023069858551025
905,0.5665903687477112
906,0.607434868812561
907,0.6096928119659424
908,0.6556302905082703
909,0.6239059567451477
910,0.6272362470626831
911,0.6227391958236694
912,0.6603745818138123
913,0.45229631662368774
914,0.5846226811408997
915,0.6327235698699951
916,0.5480554103851318
917,0.5706683397293091
918,0.563777506351471
919,0.8112025856971741
920,0.6928310394287109
921,0.42044639587402344
922,0.8289386630058289
923,0.5437594652175903
924,0.44946134090423584
925,0.6747857928276062
926,0.7944797277450562
927,0.6964352130889893
928,0.625975489616394
929,0.34085869789123535
930,0.8537080883979797
931,0.6423503756523132
932,0.5165086984634399
933,0.5961873531341553
934,0.8762699365615845
935,0.5279513597488403
936,0.6089000701904297
937,0.6443673372268677
938,0.3272693157196045
939,0.6287240982055664
940,0.5793248414993286
941,0.8086702823638916
942,0.8596007823944092
943,0.5673108696937561
944,0.6415002346038818
945,0.6618189215660095
946,0.527601957321167
947,0.7833811640739441
948,0.46522796154022217
949,0.70050048828125
950,0.4666445553302765
951,0.5442274212837219
952,0.6523883938789368
953,0.8198984861373901
954,0.5207686424255371
955,0.5430372357368469
956,0.5501279830932617
957,0.6328244805335999
958,0.6070162057876587
959,0.5499475002288818
960,0.49074554443359375
961,0.6337857842445374
962,0.550835132598877
963,0.8458881378173828
964,0.7115082740783691
965,0.5894325971603394
966,0.7477142214775085
967,0.5903266072273254
968,0.6246880292892456
969,0.6006851196289062
970,0.4488140642642975
971,0.6205782890319824
972,0.6321426630020142
973,0.6310540437698364
974,0.6572305560112
975,0.7323675155639648
976,0.5034053325653076
977,0.47294244170188904
978,0.6137434840202332
979,0.571132242679596
980,0.711052656173706
981,0.3825870156288147
982,0.5900219678878784
983,0.4952043294906616
984,0.5079792737960815
985,0.33506250381469727
986,0.6294393539428711
987,0.5482563972473145
988,0.6475431323051453
989,0.4530041813850403
990,0.5467160940170288
991,0.43672099709510803
992,0.5783721208572388
993,0.4692409634590149
994,0.7994965314865112
995,0.4917703866958618
996,0.7313913106918335
997,0.5266268253326416
998,0.7416499853134155
999,0.7861980199813843
1000,0.4945983290672302
1001,0.4575251638889313
1002,0.7904096245765686
1003,0.4146059453487396
1004,0.5288496613502502
1005,0.6323198676109314
1006,0.6262094378471375
1007,0.5521109104156494
1008,0.44306281208992004
1009,0.45235395431518555
1010,0.4939633309841156
1011,0.3466719388961792
1012,0.3982083201408386
1013,0.6691043972969055
1014,0.35498112440109253
1015,0.46399223804473877
1016,0.49231064319610596
1017,0.5876577496528625
1018,0.5924991369247437
1019,0.37009748816490173
1020,0.5135610103607178
1021,0.3743729591369629
1022,0.6309118270874023
1023,0.49337583780288696
1024,0.6502751708030701
1025,0.4627699851989746
1026,0.5375459790229797
1027,0.4820197522640228
1028,0.5060092210769653
1029,0.4881293773651123
1030,0.705478310585022
1031,0.6485047340393066
1032,0.6047801375389099
1033,0.47907713055610657
1034,0.4839114248752594
1035,0.4689987003803253
1036,0.651803731918335
1037,0.3875989615917206
1038,0.6561400890350342
1039,0.6165449619293213
1040,0.530789852142334
1041,0.5630507469177246
1042,0.5550148487091064
1043,0.4970244765281677
1044,0.5418819189071655
1045,0.47888877987861633
1046,0.35276368260383606
1047,0.44937050342559814
1048,0.3948800563812256
1049,0.6467143893241882
1050,0.41765546798706055
1051,0.4419940412044525
1052,0.521014392375946
1053,0.5537011623382568
1054,0.627841055393219
1055,0.3933771848678589
1056,0.3972216248512268
1057,0.5790330767631531
1058,0.4250628352165222
1059,0.5674697160720825
1060,0.4783003628253937
1061,0.5112119913101196
1062,0.6542307138442993
1063,0.5120195150375366
1064,0.48714959621429443
1065,0.4825490117073059
1066,0.3861321210861206
1067,0.3693680167198181
1068,0.6273698806762695
1069,0.4846566319465637
1070,0.5218123197555542
1071,0.4859418570995331
1072,0.3854528069496155
1073,0.6815322637557983
1074,0.5590807199478149
1075,0.4677826166152954
1076,0.46658995747566223
1077,0.36409834027290344
1078,0.33182722330093384
1079,0.6101831197738647
1080,0.32214826345443726
1081,0.4831826090812683
1082,0.49144795536994934
1083,0.5176700353622437
1084,0.5803965926170349
1085,0.5168095827102661
1086,0.537448525428772
1087,0.4280144274234772
1088,0.4192711114883423
1089,0.3448394536972046
1090,0.45864367485046387
1091,0.6162104606628418
1092,0.46304094791412354
1093,0.5266901850700378
1094,0.5598168969154358
1095,0.44697797298431396
1096,0.44003450870513916
1097,0.5223693251609802
1098,0.6809465885162354
1099,0.4977535307407379
1100,0.4302082061767578
1101,0.4236608147621155
1102,0.425847589969635
1103,0.3733121454715729
1104,0.637479305267334
1105,0.3835354447364807
1106,0.6074929237365723
1107,0.47296786308288574
1108,0.561711311340332
1109,0.559658408164978
1110,0.4303763806819916
1111,0.43701595067977905
1112,0.37971818447113037
1113,0.6254557371139526
1114,0.5885367393493652
1115,0.3562632203102112
1116,0.3139480948448181
1117,0.43666791915893555
1118,0.4614027142524719
1119,0.5556670427322388
1120,0.28391751646995544
1121,0.6491304636001587
1122,0.4098593592643738
1123,0.6159493327140808
1124,0.4407447278499603
1125,0.3263991177082062
1126,0.38172370195388794
1127,0.32286202907562256
1128,0.5373489260673523
1129,0.4367712438106537
1130,0.48127734661102295
1131,0.6364454030990601
1132,0.38745635747909546
1133,0.2955401837825775
1134,0.4579237699508667
1135,0.5594998002052307
1136,0.3405483067035675
1137,0.5577365159988403
1138,0.3586278557777405
1139,0.48591864109039307
1140,0.3082757592201233
1141,0.6095539927482605
1142,0.3313194513320923
1143,0.6471955180168152
1144,0.3826618790626526
1145,0.44493332505226135
1146,0.4979701638221741
1147,0.46444427967071533
1148,0.5561840534210205
1149,0.7153599262237549
1150,0.7261008024215698
1151,0.7383422255516052
1152,0.5748951435089111
1153,0.5228747129440308
1154,0.5886427760124207
1155,0.43114033341407776
1156,0.39145413041114807
1157,0.5299831628799438
1158,0.569948673248291
1159,0.40129032731056213
1160,0.4799226224422455
1161,0.41892746090888977
1162,0.3331812620162964
1163,0.44386887550354004
1164,0.38908663392066956
1165,0.46795517206192017
1166,0.5608040690422058
1167,0.394287645816803
1168,0.44178667664527893
1169,0.5544617772102356
1170,0.6308504343032837
1171,0.4747282862663269
1172,0.48246127367019653
1173,0.7128210663795471
1174,0.5118900537490845
1175,0.3371250629425049
1176,0.4628434479236603
1177,0.5090682506561279
1178,0.5873156785964966
1179,0.4405137896537781
1180,0.47337406873703003
1181,0.5145244002342224
1182,0.6354671120643616
1183,0.46054011583328247
1184,0.4697757363319397
1185,0.3258631229400635
1186,0.46752041578292847
1187,0.3196105360984802
1188,0.3628651797771454
1189,0.5385289192199707
1190,0.390666663646698
1191,0.414959192276001
1192,0.6412556171417236
1193,0.3103494346141815
1194,0.6490795612335205
1195,0.3459082841873169
1196,0.3601122498512268
1197,0.4069834351539612
1198,0.5400959849357605
1199,0.491890013217926
1200,0.36008089780807495
1201,0.32161131501197815
1202,0.4945986270904541
1203,0.3875512182712555
1204,0.4401904344558716
1205,0.6099299788475037
1206,0.35969221591949463
1207,0.6677631139755249
1208,0.6443167924880981
1209,0.49259376525878906
1210,0.8430267572402954
1211,0.43434321880340576
1212,0.43010345101356506
1213,0.6138042211532593
1214,0.6610215902328491
1215,0.4871666133403778
1216,0.5550591945648193
1217,0.4455264210700989
1218,0.41281723976135254
1219,0.39549118280410767
1220,0.3914996385574341
1221,0.3939972221851349
1222,0.3110341429710388
1223,0.41089335083961487
1224,0.4498194456100464
1225,0.46225351095199585
1226,0.4628244638442993
1227,0.4668959379196167
1228,0.47470584511756897
1229,0.37757718563079834
1230,0.46320682764053345
1231,0.4306144416332245
1232,0.41034799814224243
1233,0.4447934031486511
1234,0.4298817217350006
1235,0.41770270466804504
1236,0.30617833137512207
1237,0.5643340349197388
1238,0.39797887206077576
1239,0.4917198717594147
1240,0.47087353467941284
1241,0.6242536306381226
1242,0.4761990010738373
1243,0.4184715449810028
1244,0.5782099962234497
1245,0.46392300724983215
1246,0.36761194467544556
1247,0.45238253474235535
1248,0.41558021306991577
1249,0.3582211136817932
1250,0.44061678647994995
1251,0.5138288736343384
1252,0.5710105895996094
1253,0.5284886360168457
1254,0.6462681889533997
1255,0.4995535910129547
1256,0.5488975048065186
1257,0.4005105495452881
